;ano_eleicao;num_turno;sigla_uf;muni_code;sigla_partido_hoje;total_votes_race;cand_votes;max_votes;runner_up
11896;2020;1;RJ;59153;PATRIOTA;80977;3162;45484;23736.0
11897;2020;1;RJ;59153;AVANTE;80977;3029;45484;23736.0
11898;2020;1;RJ;59170;PDT;7206;159;3027;2661.0
11899;2020;1;RJ;59170;MDB;7206;2661;3027;2661.0
11900;2020;1;RJ;59170;DEM;7206;3027;3027;2661.0
11901;2020;1;RJ;59170;PSDB;7206;1359;3027;2661.0
11902;2020;1;RJ;59196;PSL;42012;5166;19118;10465.0
11903;2020;1;RJ;59196;PSC;42012;10465;19118;10465.0
11904;2020;1;RJ;59196;PL;42012;19118;19118;10465.0
11905;2020;1;RJ;59196;DEM;42012;4150;19118;10465.0
11906;2020;1;RJ;59196;DC;42012;1424;19118;10465.0
11907;2020;1;RJ;59196;PSOL;42012;814;19118;10465.0
11908;2020;1;RJ;59196;PSD;42012;875;19118;10465.0
11909;2020;1;RJ;59218;PP;36259;16862;16862;16216.0
11910;2020;1;RJ;59218;PSC;36259;16216;16862;16216.0
11911;2020;1;RJ;59218;PSOL;36259;1034;16862;16216.0
11912;2020;1;RJ;59218;PROS;36259;2147;16862;16216.0
11913;2020;1;RJ;59234;PSL;21209;1071;12815;7323.0
11914;2020;1;RJ;59234;PSC;21209;7323;12815;7323.0
11915;2020;1;RJ;59234;DEM;21209;12815;12815;7323.0
11916;2020;1;RJ;59250;REPUBLICANOS;149730;5886;85673;18961.0
11917;2020;1;RJ;59250;PT;149730;3459;85673;18961.0
11918;2020;1;RJ;59250;PSTU;149730;182;85673;18961.0
11919;2020;1;RJ;59250;PSC;149730;13889;85673;18961.0
11920;2020;1;RJ;59250;CIDADANIA;149730;1022;85673;18961.0
11921;2020;1;RJ;59250;DEM;149730;85673;85673;18961.0
11922;2020;1;RJ;59250;PSB;149730;3570;85673;18961.0
11923;2020;1;RJ;59250;PSOL;149730;3588;85673;18961.0
11924;2020;1;RJ;59250;PSD;149730;18961;85673;18961.0
11925;2020;1;RJ;59250;PCdoB;149730;1617;85673;18961.0
11926;2020;1;RJ;59250;AVANTE;149730;687;85673;18961.0
11927;2020;1;RJ;59250;SOLIDARIEDADE;149730;7999;85673;18961.0
11928;2020;1;RJ;59250;PROS;149730;3197;85673;18961.0
11929;2020;1;RJ;59277;REPUBLICANOS;22944;6908;9077;6908.0
11930;2020;1;RJ;59277;PDT;22944;2516;9077;6908.0
11931;2020;1;RJ;59277;PT;22944;487;9077;6908.0
11932;2020;1;RJ;59277;DEM;22944;3956;9077;6908.0
11933;2020;1;RJ;59277;SOLIDARIEDADE;22944;9077;9077;6908.0
11934;2020;1;RJ;59293;REPUBLICANOS;8765;629;4998;1906.0
11935;2020;1;RJ;59293;PP;8765;933;4998;1906.0
11936;2020;1;RJ;59293;PTB;8765;299;4998;1906.0
11937;2020;1;RJ;59293;PODE;8765;1906;4998;1906.0
11938;2020;1;RJ;59293;PSC;8765;4998;4998;1906.0
11939;2020;1;RJ;59315;PDT;10278;421;8591;821.0
11940;2020;1;RJ;59315;MDB;10278;445;8591;821.0
11941;2020;1;RJ;59315;PSC;10278;8591;8591;821.0
11942;2020;1;RJ;59315;PATRIOTA;10278;821;8591;821.0
11943;2020;1;RJ;59331;PSC;6544;1512;5032;1512.0
11944;2020;1;RJ;59331;AVANTE;6544;5032;5032;1512.0
11945;2020;1;RJ;60011;REPUBLICANOS;2633322;576825;974804;576825.0
11946;2020;1;RJ;60011;PDT;2633322;297751;974804;576825.0
11947;2020;1;RJ;60011;PT;2633322;296847;974804;576825.0
11948;2020;1;RJ;60011;MDB;2633322;77093;974804;576825.0
11949;2020;1;RJ;60011;PSTU;2633322;3025;974804;576825.0
11950;2020;1;RJ;60011;PSL;2633322;180336;974804;576825.0
11951;2020;1;RJ;60011;REDE;2633322;65296;974804;576825.0
11952;2020;1;RJ;60011;PSC;2633322;13816;974804;576825.0
11953;2020;1;RJ;60011;DEM;2633322;974804;974804;576825.0
11954;2020;1;RJ;60011;NOVO;2633322;46246;974804;576825.0
11955;2020;1;RJ;60011;PMB;2633322;3833;974804;576825.0
11956;2020;1;RJ;60011;PSOL;2633322;85272;974804;576825.0
11957;2020;1;RJ;60011;PROS;2633322;12178;974804;576825.0
18068;2020;2;RJ;58190;PDT;231268;110094;121174;110094.0
18069;2020;2;RJ;58190;PSD;231268;121174;121174;110094.0
18070;2020;2;RJ;58777;PL;52727;52727;52727;
18071;2020;2;RJ;58971;PT;373530;183811;189719;183811.0
18072;2020;2;RJ;58971;AVANTE;373530;189719;189719;183811.0
18073;2020;2;RJ;59013;PSC;214939;92788;122151;92788.0
18074;2020;2;RJ;59013;DEM;214939;122151;122151;92788.0
18075;2020;2;RJ;60011;REPUBLICANOS;2543019;913700;1629319;913700.0
18076;2020;2;RJ;60011;DEM;2543019;1629319;1629319;913700.0
