;ANO_ELEICAO;SG_UF;NM_UE;DS_CARGO;SQ_CANDIDATO;NM_URNA_CANDIDATO;CD_SITUACAO_CANDIDATURA;SG_PARTIDO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;DS_COR_RACA;DS_OCUPACAO;VR_DESPESA_MAX_CAMPANHA;ST_REELEICAO;ST_DECLARAR_BENS;ST_CANDIDATO_INSERIDO_URNA;VR_BEM_CANDIDATO;DS_SIT_TOT_TURNO;QT_VOTOS_NOMINAIS;eleito;Prob_0;Prob_1
0;2020;SP;SÃO PAULO;VEREADOR;250001100725;GENILDO CASTRO;12;PMB;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;3675197.12;N;S;SIM;211816.27;NÃO ELEITO;1055.0;0;0.9698113122435278;0.030188687756472255
1;2020;SP;SÃO PAULO;VEREADOR;250000755998;SHIRLEY SILVÉRIO;12;PSTU;29;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PRETA;ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS;3675197.12;N;S;SIM;2500.0;NÃO ELEITO;175.0;0;0.8687112372362307;0.1312887627637693
2;2020;SP;SÃO PAULO;VEREADOR;250001097215;CELSO ROCHA;12;PTC;36;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;OUTROS;3675197.12;N;S;SIM;11000.0;NÃO ELEITO;1075.0;0;0.9124462096786384;0.08755379032136158
3;2020;SP;SÃO PAULO;VEREADOR;250000883890;CAMILA TAPIA;12;REPUBLICANOS;37;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);3675197.12;N;S;SIM;128000.0;SUPLENTE;1135.0;0;0.9154787047954757;0.08452129520452438
4;2020;SP;SÃO PAULO;VEREADOR;250001016142;MARCIA NUNES;12;PSD;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;490000.0;SUPLENTE;518.0;0;0.9587708819241282;0.041229118075871804
5;2020;SP;SÃO PAULO;VEREADOR;250000789477;SANDEY;12;PT;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;40000.0;SUPLENTE;46.0;0;0.9549437047723678;0.04505629522763225
6;2020;SP;SÃO PAULO;VEREADOR;250000688217;ANGELA QUINTANILHA;12;NOVO;63;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;2682469.3;SUPLENTE;1306.0;0;0.9705490973286401;0.029450902671359892
7;2020;SP;SÃO PAULO;VEREADOR;250000707268;GRAÇA FERRARI;12;PP;55;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;COMERCIANTE;3675197.12;N;S;SIM;25000.0;SUPLENTE;307.0;0;0.9727876318499277;0.027212368150072372
8;2020;SP;SÃO PAULO;VEREADOR;250001119922;JESUS DA PERIFERIA;12;PDT;36;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PRETA;OUTROS;3675197.12;N;S;SIM;4736.9;NÃO ELEITO;1533.0;0;0.9125487642089644;0.08745123579103567
9;2020;SP;SÃO PAULO;VEREADOR;250000688234;VICTOR MIONZINHO;12;NOVO;36;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;606934.0;SUPLENTE;2171.0;0;0.9011268779420308;0.0988731220579692
10;2020;SP;SÃO PAULO;VEREADOR;250001119901;PROF BARNA;12;PDT;39;MASCULINO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRANCA;SERVIDOR PÚBLICO FEDERAL;3675197.12;N;S;SIM;450000.0;NÃO ELEITO;547.0;0;0.9198286560288984;0.0801713439711016
11;2020;SP;SÃO PAULO;VEREADOR;250000707303;ANDREA REIS;12;PP;48;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;45000.0;SUPLENTE;1031.0;0;0.9575785863193003;0.04242141368069979
12;2020;SP;SÃO PAULO;VEREADOR;250000688221;RAFAEL ROMERO;12;NOVO;30;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;169714.24;SUPLENTE;3915.0;0;0.871987629748338;0.12801237025166204
13;2020;SP;SÃO PAULO;VEREADOR;250001088436;GEORGE HATO;12;MDB;40;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;VEREADOR;3675197.12;S;S;SIM;2157008.59;ELEITO POR QP;25599.0;1;0.8926039424207906;0.10739605757920939
14;2020;SP;SÃO PAULO;VEREADOR;250001016193;LUIZ CASTRO;12;PSD;41;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;70000.0;SUPLENTE;631.0;0;0.934399481184074;0.065600518815926
15;2020;SP;SÃO PAULO;VEREADOR;250000651050;JUAN SOTO;12;DEM;38;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;POLICIAL MILITAR;3675197.12;N;S;SIM;271355.29;SUPLENTE;2216.0;0;0.918039225894087;0.08196077410591301
16;2020;SP;SÃO PAULO;VEREADOR;250000881919;NÉIA DO BAIRRO;12;PTB;33;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);PARDA;OUTROS;3675197.12;N;S;SIM;11000.0;SUPLENTE;497.0;0;0.8954866447972064;0.10451335520279359
17;2020;SP;SÃO PAULO;VEREADOR;250001123276;DALMO;12;PSB;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;OUTROS;3675197.12;N;S;SIM;126845.42000000001;SUPLENTE;1913.0;0;0.9251029643337215;0.0748970356662785
18;2020;SP;SÃO PAULO;VEREADOR;250001097213;ADEMIR GOMES;12;PTC;52;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;SERVIDOR PÚBLICO ESTADUAL;3675197.12;N;S;SIM;60000.0;NÃO ELEITO;267.0;0;0.9668677700260899;0.03313222997391003
19;2020;SP;SÃO PAULO;VEREADOR;250000641029;MARIA EMÍLIA;12;PL;70;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);3675197.12;N;S;SIM;3000.0;SUPLENTE;50.0;0;0.9896132014099064;0.010386798590093593
20;2020;SP;SÃO PAULO;VEREADOR;250000641005;LÉO LEMOS;12;PL;39;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;ANALISTA DE SISTEMAS;3675197.12;N;S;SIM;28.63;SUPLENTE;309.0;0;0.9270364471701507;0.0729635528298493
21;2020;SP;SÃO PAULO;VEREADOR;250000811391;ADRIANA PIERIN;12;PODE;52;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADMINISTRADOR;3675197.12;N;S;SIM;88000.0;SUPLENTE;1625.0;0;0.9666754725656892;0.03332452743431085
22;2020;SP;SÃO PAULO;VEREADOR;250000811442;CLÉLIA GOMES;12;PODE;56;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PRETA;OUTROS;3675197.12;N;S;SIM;305000.0;SUPLENTE;1438.0;0;0.9728181026364261;0.027181897363573897
23;2020;SP;SÃO PAULO;VEREADOR;250001263242;PRA LEIA;12;PTC;36;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;DONA DE CASA;3675197.12;N;S;SIM;30000.0;NÃO ELEITO;247.0;0;0.9120587777416871;0.0879412222583129
24;2020;SP;SÃO PAULO;VEREADOR;250000651051;MEL DOURADO;12;DEM;56;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PEDAGOGO;3675197.12;N;S;SIM;651665.65;SUPLENTE;1701.0;0;0.9706920752436946;0.02930792475630541
25;2020;SP;SÃO PAULO;VEREADOR;250001097222;MARLI SILVA;12;PTC;59;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;DIVORCIADO(A);PARDA;COMERCIANTE;3675197.12;N;S;SIM;9000.0;NÃO ELEITO;141.0;0;0.978942295420182;0.02105770457981801
26;2020;SP;SÃO PAULO;VEREADOR;250000919201;QUITO FORMIGA;12;PSDB;58;MASCULINO;SUPERIOR INCOMPLETO;VIÚVO(A);BRANCA;VEREADOR;3675197.12;N;S;SIM;400000.0;SUPLENTE;12673.0;0;0.975552605746802;0.024447394253198022
27;2020;SP;SÃO PAULO;VEREADOR;250001088407;CLAUDIO GOULART TORTINHO;12;MDB;51;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;3675197.12;N;S;SIM;12763.0;SUPLENTE;1163.0;0;0.965095111390975;0.03490488860902496
28;2020;SP;SÃO PAULO;VEREADOR;250001123209;ALDEMIR REIS;12;PSB;70;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PRETA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);3675197.12;N;S;SIM;9243.0;NÃO ELEITO;0.0;0;0.9896017784722674;0.010398221527732626
29;2020;SP;SÃO PAULO;VEREADOR;250001088399;ODAIR EMBALAGENS;12;MDB;44;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;646396.99;SUPLENTE;1517.0;0;0.9382488515450491;0.06175114845495088
30;2020;SP;SÃO PAULO;VEREADOR;250000651012;PASTORA IZA;12;DEM;60;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;OUTROS;3675197.12;N;S;SIM;48000.0;SUPLENTE;1013.0;0;0.9800934331781513;0.019906566821848687
31;2020;SP;SÃO PAULO;VEREADOR;250000753999;CARLINHOS SILVA;3;PSL;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;POLICIAL CIVIL;3675197.12;N;S;SIM;700000.0;NÃO ELEITO;0.0;0;0.9664022988044326;0.033597701195567396
32;2020;SP;SÃO PAULO;VEREADOR;250000754048;GENTIL;12;PSL;47;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;2320313.12;SUPLENTE;8480.0;0;0.9267227815128143;0.07327721848718574
33;2020;SP;SÃO PAULO;VEREADOR;250001220022;JULIO CESAR PIRUKA;12;PV;36;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRANCA;TAXISTA;3675197.12;N;S;SIM;40000.0;SUPLENTE;471.0;0;0.9119158517633024;0.08808414823669762
34;2020;SP;SÃO PAULO;VEREADOR;250000811395;SILVIA NAGATA;12;PODE;39;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;3675197.12;N;S;SIM;404534.32;SUPLENTE;988.0;0;0.9205926984328772;0.07940730156712286
35;2020;SP;SÃO PAULO;VEREADOR;250000651054;CAPITÃO SILVA ROSA;12;DEM;43;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PARDA;POLICIAL MILITAR;3675197.12;N;S;SIM;335920.95;SUPLENTE;4992.0;0;0.9385440573922708;0.061455942607729235
36;2020;SP;SÃO PAULO;VEREADOR;250000651063;SERGINHO DE PAULA;12;DEM;36;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;ADVOGADO;3675197.12;N;S;SIM;17580.0;SUPLENTE;1388.0;0;0.9124001726698499;0.0875998273301501
37;2020;SP;SÃO PAULO;VEREADOR;250001097193;LUIS SATO;3;PTC;62;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;3675197.12;N;S;SIM;799598.03;NÃO ELEITO;0.0;0;0.979313883336107;0.020686116663892952
38;2020;SP;SÃO PAULO;VEREADOR;250000706710;JOSE MARIA TRINDADE;12;PV;46;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;OUTROS;3675197.12;N;S;SIM;128239.07;SUPLENTE;10803.0;0;0.9511417205530043;0.04885827944699575
39;2020;SP;SÃO PAULO;VEREADOR;250001265961;JOÃO DO TEMPEIRO;12;DC;58;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;FEIRANTE, AMBULANTE E MASCATE;3675197.12;N;S;SIM;180000.0;NÃO ELEITO;76.0;0;0.9767301963560466;0.02326980364395338
40;2020;SP;SÃO PAULO;VEREADOR;250000811443;ERNESTO TEIXEIRA;12;PODE;56;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;3675197.12;N;S;SIM;176048.34000000003;SUPLENTE;3450.0;0;0.973618692315248;0.026381307684752015
41;2020;SP;SÃO PAULO;VEREADOR;250001097230;WILLIANS - ZÉ BONITINHO;12;PTC;47;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;SERVIDOR PÚBLICO ESTADUAL;3675197.12;N;S;SIM;12000.0;NÃO ELEITO;47.0;0;0.9552135017432567;0.04478649825674335
42;2020;SP;SÃO PAULO;VEREADOR;250001088445;VALENTIM JUNIOR;12;MDB;43;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;OUTROS;3675197.12;N;S;SIM;50000.0;SUPLENTE;818.0;0;0.9421610774620747;0.05783892253792532
43;2020;SP;SÃO PAULO;VEREADOR;250000919206;BRUNO TODOS P ACESSIBILIDADE;12;PSDB;39;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRANCA;OUTROS;3675197.12;N;S;SIM;20572.739999999998;SUPLENTE;3925.0;0;0.9266944936592441;0.07330550634075594
44;2020;SP;SÃO PAULO;VEREADOR;250001262134;EDMAR LUZ;12;REDE;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;JORNALISTA E REDATOR;3675197.12;N;S;SIM;196658.51;NÃO ELEITO;316.0;0;0.9794436616199541;0.020556338380045877
45;2020;SP;SÃO PAULO;VEREADOR;250001097210;DR. ANDREY BLANCO C A C;12;PTC;31;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;3675197.12;N;S;SIM;54000.0;NÃO ELEITO;817.0;0;0.881835597980587;0.11816440201941297
46;2020;SP;SÃO PAULO;VEREADOR;250000811400;VAVÁ DO TRANSPORTE;12;PODE;56;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);3675197.12;N;S;SIM;715492.6799999999;SUPLENTE;4647.0;0;0.9702663087583683;0.029733691241631704
47;2020;SP;SÃO PAULO;VEREADOR;250000686863;FABIOLA COLETIVO MÃE TERRA;12;PSOL;43;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;3675197.12;N;S;SIM;366000.0;SUPLENTE;660.0;0;0.9381549244042052;0.06184507559579482
48;2020;SP;SÃO PAULO;VEREADOR;250000789457;EDMAR SILVA;12;PT;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PRETA;PROFESSOR DE ENSINO MÉDIO;3675197.12;N;S;SIM;13900.0;SUPLENTE;1123.0;0;0.9760941444617877;0.023905855538212287
49;2020;SP;SÃO PAULO;VEREADOR;250001159211;EBION CARTEIRO;3;PROS;48;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;AGENTE POSTAL;3675197.12;N;S;SIM;211900.0;NÃO ELEITO;0.0;0;0.956033250007395;0.04396674999260501
50;2020;SP;SÃO PAULO;VEREADOR;250000651069;SHIRLEY DAMASCENA;12;DEM;38;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;TRABALHADOR DOS SERVIÇOS DE CONTABILIDADE, DE CAIXA E ASSEMELHADOS;3675197.12;N;S;SIM;0.0;SUPLENTE;148.0;0;0.922447048040676;0.07755295195932402
51;2020;SP;SÃO PAULO;VEREADOR;250001054391;PROF THAIS ROCHA;12;PMN;40;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;OUTROS;3675197.12;N;S;SIM;23000.0;NÃO ELEITO;101.0;0;0.9309777667003881;0.06902223329961191
52;2020;SP;SÃO PAULO;VEREADOR;250000707273;GILMARA VANZO;12;PP;45;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;TAXISTA;3675197.12;N;S;SIM;764000.0;SUPLENTE;355.0;0;0.9404090386257872;0.059590961374212846
53;2020;SP;SÃO PAULO;VEREADOR;250000688245;WILSON MELLO;12;NOVO;68;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADMINISTRADOR;3675197.12;N;S;SIM;676700.0;SUPLENTE;496.0;0;0.986284748166819;0.01371525183318104
54;2020;SP;SÃO PAULO;VEREADOR;250000686824;NORLAY COSTA;12;PSOL;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;ADVOGADO;3675197.12;N;S;SIM;439292.28;SUPLENTE;91.0;0;0.9538179615420134;0.046182038457986636
55;2020;SP;SÃO PAULO;VEREADOR;250001206053;DR ROGÉRIO TABET;12;AVANTE;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;MÉDICO;3675197.12;N;S;SIM;1275000.0;NÃO ELEITO;1098.0;0;0.9447527130170171;0.055247286982982854
56;2020;SP;SÃO PAULO;VEREADOR;250001123212;JOSÉ DILSON;3;PSB;50;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;LEILOEIRO, AVALIADOR E ASSEMELHADOS;3675197.12;N;S;SIM;9495000.0;NÃO ELEITO;0.0;0;0.7516464357311363;0.24835356426886365
57;2020;SP;SÃO PAULO;VEREADOR;250001119883;JONAS ROCHA;12;PDT;35;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;SERVIDOR PÚBLICO ESTADUAL;3675197.12;N;S;SIM;22540.0;NÃO ELEITO;455.0;0;0.906912648425034;0.093087351574966
58;2020;SP;SÃO PAULO;VEREADOR;250000707298;ROBSON CARNEIRO;12;PP;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;COMERCIANTE;3675197.12;N;S;SIM;1731912.9100000001;SUPLENTE;1877.0;0;0.957928898420415;0.04207110157958501
59;2020;SP;SÃO PAULO;VEREADOR;250001100724;MARLECE CAMPOS;12;PMB;45;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;3675197.12;N;S;SIM;95056.01;NÃO ELEITO;133.0;0;0.9483410540075283;0.05165894599247167
60;2020;SP;SÃO PAULO;VEREADOR;250001154706;LINDOLFO JUNIOR MINEIRO;12;REDE;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;CONTADOR;3675197.12;N;S;SIM;29000.0;NÃO ELEITO;63.0;0;0.9710140521326661;0.02898594786733383
61;2020;SP;SÃO PAULO;VEREADOR;250000925982;FABIOLA CHAGURI;12;PSC;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;DONA DE CASA;3675197.12;N;S;SIM;564737.98;SUPLENTE;414.0;0;0.9525513272232966;0.04744867277670334
62;2020;SP;SÃO PAULO;VEREADOR;250000881902;ALBERTO RIBEIRO;12;PTB;44;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;2075000.0;SUPLENTE;2277.0;0;0.91666155832425;0.08333844167574998
63;2020;SP;SÃO PAULO;VEREADOR;250000686815;GENIVAL CALIXTO;12;PSOL;47;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;360000.0;SUPLENTE;283.0;0;0.9516730216529016;0.04832697834709839
64;2020;SP;SÃO PAULO;VEREADOR;250000919237;JAMES LOSACCO;12;PSDB;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ODONTÓLOGO;3675197.12;N;S;SIM;9900.0;SUPLENTE;943.0;0;0.965133178470032;0.034866821529968006
65;2020;SP;SÃO PAULO;VEREADOR;250000885514;DR MACHADO;12;SOLIDARIEDADE;62;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;3675197.12;N;S;SIM;622000.0;NÃO ELEITO;0.0;0;0.9801129618860188;0.0198870381139812
66;2020;SP;SÃO PAULO;VEREADOR;250000641037;TONINHO PAIVA;12;PL;78;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;VEREADOR;3675197.12;N;S;SIM;2341397.87;SUPLENTE;17224.0;0;0.9895281939845888;0.010471806015411235
67;2020;SP;SÃO PAULO;VEREADOR;250000881922;DRA PATRICIA MAZZARIOLI;12;PTB;41;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ODONTÓLOGO;3675197.12;N;S;SIM;336287.73;SUPLENTE;630.0;0;0.9306005724241967;0.06939942757580331
68;2020;SP;SÃO PAULO;VEREADOR;250000651057;DALTON SILVANO;12;DEM;68;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PUBLICITÁRIO;3675197.12;N;S;SIM;2784121.2199999997;SUPLENTE;15647.0;0;0.9780810901418293;0.021918909858170743
69;2020;SP;SÃO PAULO;VEREADOR;250000687553;JORGE HENRIQUE;12;PC do B;55;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;OUTROS;3675197.12;N;S;SIM;257900.0;NÃO ELEITO;155.0;0;0.9713693685225722;0.028630631477427844
70;2020;SP;SÃO PAULO;VEREADOR;250000640997;GIZA LEMOS;12;PL;33;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);PARDA;EMPRESÁRIO;3675197.12;N;S;SIM;3188.33;SUPLENTE;1715.0;0;0.8956761428822547;0.10432385711774526
71;2020;SP;SÃO PAULO;VEREADOR;250000688242;CIDA MAGRINI;12;NOVO;58;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;3675197.12;N;S;SIM;1141744.2;SUPLENTE;2743.0;0;0.9712298625953147;0.02877013740468528
72;2020;SP;SÃO PAULO;VEREADOR;250001088449;DELEGADO PALUMBO;12;MDB;46;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;POLICIAL CIVIL;3675197.12;N;S;SIM;2347170.43;ELEITO POR QP;118395.0;1;0.9217369574735808;0.07826304252641927
73;2020;SP;SÃO PAULO;VEREADOR;250000706756;LULI SARRAF;12;PV;44;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRANCA;PUBLICITÁRIO;3675197.12;N;S;SIM;226919.33000000002;SUPLENTE;4200.0;0;0.9435037626022408;0.05649623739775927
74;2020;SP;SÃO PAULO;VEREADOR;250000789520;LUCÉLIA MOURA;12;PT;53;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;OUTROS;3675197.12;N;S;SIM;346024.77999999997;SUPLENTE;658.0;0;0.9668657617318831;0.03313423826811695
75;2020;SP;SÃO PAULO;VEREADOR;250000883867;LUCIANO FATTORI;12;REPUBLICANOS;46;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;459034.17;SUPLENTE;705.0;0;0.947508554694321;0.05249144530567898
76;2020;SP;SÃO PAULO;VEREADOR;250000651013;NEIDOCA DE HELIÓPOLIS;12;DEM;55;FEMININO;LÊ E ESCREVE;SOLTEIRO(A);BRANCA;VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA;3675197.12;N;S;SIM;2495.06;SUPLENTE;475.0;0;0.972914326240846;0.02708567375915405
77;2020;SP;SÃO PAULO;VEREADOR;250000658713;EDY DE PAULA;12;PATRIOTA;45;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRANCA;COMERCIANTE;3675197.12;N;S;SIM;5432.74;SUPLENTE;889.0;0;0.94935734259105;0.05064265740895
78;2020;SP;SÃO PAULO;VEREADOR;250001097175;GILBERTO COBRADOR;12;PTC;45;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);PARDA;COBRADOR DE TRANSPORTE COLETIVO;3675197.12;N;S;SIM;23000.0;NÃO ELEITO;606.0;0;0.9491467483800816;0.050853251619918355
79;2020;SP;SÃO PAULO;VEREADOR;250000885534;PEDAGOGO RONAN GOULART;12;SOLIDARIEDADE;49;MASCULINO;SUPERIOR COMPLETO;CASADO(A);PARDA;PEDAGOGO;3675197.12;N;S;SIM;103000.0;NÃO ELEITO;208.0;0;0.9596541939697886;0.04034580603021147
80;2020;SP;SÃO PAULO;VEREADOR;250000754050;KURT;12;PSL;58;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;9788.75;SUPLENTE;694.0;0;0.9775991671746286;0.022400832825371444
81;2020;SP;SÃO PAULO;VEREADOR;250000881965;DUARTE;12;PTB;56;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRANCA;OUTROS;3675197.12;N;S;SIM;79500.0;SUPLENTE;314.0;0;0.9741540452226786;0.025845954777321403
82;2020;SP;SÃO PAULO;VEREADOR;250001016177;GISLAINE LAMBERT;12;PSD;52;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;PROFESSOR DE ENSINO FUNDAMENTAL;3675197.12;N;S;SIM;906000.0;SUPLENTE;286.0;0;0.9601661056615527;0.03983389433844728
83;2020;SP;SÃO PAULO;VEREADOR;250001119888;BARBARA PANSERI;12;PDT;29;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;194101.25999999998;NÃO ELEITO;3477.0;0;0.8638401004563476;0.13615989954365243
84;2020;SP;SÃO PAULO;VEREADOR;250001041970;ALEXANDRE SÃO BLACK;12;PRTB;51;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);PRETA;OUTROS;3675197.12;N;S;SIM;280000.0;NÃO ELEITO;455.0;0;0.9629904824006037;0.037009517599396254
85;2020;SP;SÃO PAULO;VEREADOR;250000640971;EDNELSON PACHECO;12;PL;49;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRANCA;EMPRESÁRIO;3675197.12;N;S;SIM;130503.23;SUPLENTE;2452.0;0;0.9594171917600708;0.04058280823992924
86;2020;SP;SÃO PAULO;VEREADOR;250000881958;WILSON PRIMO;12;PTB;61;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);PARDA;EMPRESÁRIO;3675197.12;N;S;SIM;1274827.85;SUPLENTE;369.0;0;0.9754896637735849;0.024510336226415082
87;2020;SP;SÃO PAULO;VEREADOR;250000883832;RICARDO REI;12;REPUBLICANOS;58;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);PARDA;OUTROS;3675197.12;N;S;SIM;120000.0;SUPLENTE;415.0;0;0.9770182713424431;0.022981728657556832
88;2020;SP;SÃO PAULO;VEREADOR;250000658699;DRA PATRICIA FERREIRA;12;PATRIOTA;33;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ADVOGADO;3675197.12;N;S;SIM;2306.41;SUPLENTE;649.0;0;0.8957824611114538;0.10421753888854625
89;2020;SP;SÃO PAULO;VEREADOR;250000686846;ENF ALZIRA BOMBONATO;12;PSOL;56;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRANCA;ENFERMEIRO;3675197.12;N;S;SIM;65000.0;SUPLENTE;546.0;0;0.974243890395818;0.025756109604181943
