Ano,Rodada,Data,Mandante,Visitante,Gol.Mandante,Gol.Visitante,Total Gols,GP_m_20,GP_v_20,GC_m_20,GC_v_20,ShotsP_m_20,ShotsP_v_20,Elo_Dif_Abs
2019,26,10/16/19 21:00,Palmeiras,Chapecoense,1,0,1,28,14,19,32,298,258,9.090466973
2019,26,10/16/19 21:30,Vasco,Botafogo,2,1,3,18,17,19,22,294,193,0.580471199
2019,26,10/17/19 19:15,Avai,Internacional,0,2,2,10,22,32,18,NA,NA,5.233265654
2019,26,10/17/19 21:00,Fluminense,Athletico-PR,1,2,3,17,28,25,21,NA,NA,0.341973299
2019,26,10/17/19 19:15,Santos,Ceara,2,1,3,29,16,17,20,NA,NA,5.239697514
2019,27,10/19/19 19:00,Corinthians,Cruzeiro,1,2,3,22,13,14,20,NA,NA,3.028667014
2019,27,10/19/19 17:00,Fortaleza,Gremio,2,1,3,22,35,27,18,NA,NA,4.468936757
2019,27,10/20/19 19:00,Athletico-PR,Palmeiras,1,1,2,28,28,19,19,303,311,4.882745802
2019,27,10/20/19 16:00,Atletico-MG,Santos,2,0,2,24,31,30,18,343,296,4.274264353
2019,27,10/20/19 19:00,Chapecoense,Goias,2,2,4,12,21,32,31,255,247,3.545643992
2019,27,10/20/19 18:00,Flamengo,Fluminense,2,0,2,47,16,14,24,312,297,8.413199338
2019,27,10/20/19 16:00,Internacional,Vasco,0,1,1,24,19,18,19,262,296,2.28354402
2019,27,10/20/19 16:00,Sao Paulo,Avai,1,0,1,21,9,17,32,271,259,5.655397822
2019,27,10/21/19 19:30,Bahia,Ceara,1,2,3,20,15,14,21,NA,NA,3.711493428
2019,27,10/21/19 20:00,Botafogo,CSA,2,1,3,18,15,23,30,NA,NA,0.64280979
2019,28,10/26/19 19:00,Bahia,Internacional,2,3,5,20,22,16,19,NA,NA,0.718624526
2019,28,10/26/19 17:00,Ceara,Vasco,1,1,2,17,20,21,18,NA,NA,2.041006068
2019,28,10/26/19 17:00,Corinthians,Santos,0,0,0,23,30,16,20,NA,NA,1.586081605
2019,28,10/26/19 22:00,Cruzeiro,Fortaleza,1,1,2,14,24,20,26,NA,NA,1.108775657
2019,28,10/26/19 19:30,Fluminense,Chapecoense,1,1,2,16,13,23,32,NA,NA,2.579872869
2019,28,10/27/19 16:00,Athletico-PR,Goias,4,1,5,26,20,20,32,301,257,0.916556422
2019,28,10/27/19 18:00,Avai,Palmeiras,1,2,3,9,27,31,19,251,305,9.187287198
2019,28,10/27/19 19:00,Flamengo,CSA,1,0,1,47,16,14,28,307,218,9.501574454
2019,28,10/27/19 16:00,Gremio,Botafogo,3,0,3,36,19,19,24,271,204,2.843441965
2019,28,10/27/19 16:00,Sao Paulo,Atletico-MG,2,0,2,21,22,16,30,280,325,2.239777319
2019,29,10/30/19 19:30,Atletico-MG,Chapecoense,0,2,2,21,13,29,30,322,250,3.000379248
2019,29,10/30/19 19:30,Avai,Fortaleza,1,3,4,10,25,33,26,251,218,2.960866917
2019,29,10/30/19 21:30,Ceara,Fluminense,2,0,2,18,17,22,24,273,306,0.15327429
2019,29,10/30/19 21:30,CSA,Corinthians,2,1,3,15,23,27,15,204,248,3.297808996
2019,29,10/30/19 19:30,Palmeiras,Sao Paulo,3,0,3,28,23,20,16,300,284,3.232582553
2019,29,10/30/19 21:30,Vasco,Gremio,1,3,4,19,38,18,19,285,280,1.355939488
2019,29,10/31/19 21:30,Botafogo,Cruzeiro,0,2,2,17,15,26,21,NA,NA,0.657745473
2019,29,10/31/19 20:00,Goias,Flamengo,2,2,4,19,48,35,14,NA,NA,8.029120896
2019,29,10/31/19 21:30,Internacional,Athletico-PR,1,1,2,24,30,19,20,NA,NA,1.197867714
2019,29,10/31/19 19:15,Santos,Bahia,1,0,1,27,22,19,19,NA,NA,2.692241121
2019,30,11/02/19 21:00,Chapecoense,Sao Paulo,0,3,3,14,22,29,18,NA,NA,4.656146965
2019,30,11/02/19 19:00,Fluminense,Vasco,0,0,0,16,19,25,21,NA,NA,2.010028062
2019,30,11/02/19 17:00,Fortaleza,Atletico-MG,2,2,4,26,20,26,30,NA,NA,0.796442352
2019,30,11/02/19 19:00,Palmeiras,Ceara,1,0,1,29,20,20,21,NA,NA,6.665703656
2019,30,11/03/19 18:00,Athletico-PR,CSA,1,0,1,30,17,19,26,310,204,2.837845948
2019,30,11/03/19 19:00,Cruzeiro,Bahia,1,1,2,16,21,19,17,263,232,0.284272593
2019,30,11/03/19 16:00,Flamengo,Corinthians,4,1,5,48,23,16,17,302,258,6.566377167
2019,30,11/03/19 19:30,Goias,Avai,2,0,2,20,11,31,34,248,254,4.291244054
2019,30,11/03/19 18:00,Gremio,Internacional,2,0,2,40,22,20,19,275,268,0.919229582
2019,30,11/03/19 19:00,Santos,Botafogo,4,1,5,27,17,19,27,290,213,4.880099176
2019,31,11/06/19 21:30,Athletico-PR,Cruzeiro,0,0,0,30,17,19,20,320,273,1.317424733
2019,31,11/06/19 20:00,Atletico-MG,Goias,2,0,2,20,22,31,31,317,264,0.989221928
2019,31,11/06/19 21:00,Avai,Santos,1,2,3,11,30,34,20,251,296,8.036080506
2019,31,11/06/19 21:30,Bahia,Chapecoense,1,1,2,22,13,17,30,233,257,3.191574719
2019,31,11/06/19 19:30,Corinthians,Fortaleza,3,2,5,23,26,20,28,238,222,1.262383567
2019,31,11/06/19 21:30,Vasco,Palmeiras,1,2,3,18,29,19,19,285,299,5.567009977
2019,31,11/07/19 20:00,Botafogo,Flamengo,0,1,1,18,46,31,16,NA,NA,9.23309083
2019,31,11/07/19 19:30,Ceara,Internacional,2,0,2,19,22,21,20,NA,NA,2.661960822
2019,31,11/07/19 21:00,Gremio,CSA,2,1,3,40,17,19,26,NA,NA,5.030285911
2019,31,11/07/19 19:30,Sao Paulo,Fluminense,0,2,2,24,15,17,24,NA,NA,4.383778873
2019,32,11/09/19 17:00,Goias,Santos,0,3,3,22,31,33,21,NA,NA,4.062539441
2019,32,11/09/19 19:00,Palmeiras,Corinthians,1,1,2,31,23,18,21,NA,NA,5.39782225
2019,32,11/10/19 19:00,Chapecoense,Gremio,0,1,1,14,41,27,19,256,294,6.04076682
2019,32,11/10/19 16:00,Cruzeiro,Atletico-MG,0,0,0,17,20,20,29,272,333,1.02576149
2019,32,11/10/19 19:00,CSA,Vasco,0,3,3,18,17,24,20,206,277,1.887524478
2019,32,11/10/19 18:00,Flamengo,Bahia,3,1,4,46,23,15,18,300,244,7.633842529
2019,32,11/10/19 19:00,Fortaleza,Ceara,1,0,1,26,19,29,21,223,279,0.516979988
2019,32,11/10/19 16:00,Internacional,Fluminense,2,1,3,21,16,21,22,266,314,2.033111179
2019,32,11/10/19 16:00,Sao Paulo,Athletico-PR,0,1,1,20,26,19,19,289,330,0.416500124
2019,32,11/11/19 20:00,Botafogo,Avai,2,0,2,18,12,31,36,NA,NA,2.894214989
2019,34,11/13/19 21:30,Flamengo,Vasco,4,4,8,46,19,14,19,NA,NA,7.05437354
2019,33,11/16/19 19:00,Fluminense,Atletico-MG,1,1,2,16,20,22,29,NA,NA,0.678991845
2019,33,11/16/19 17:00,Santos,Sao Paulo,1,1,2,31,18,20,19,NA,NA,3.072244181
2019,33,11/17/19 18:00,Athletico-PR,Botafogo,1,0,1,25,18,19,28,315,220,3.762722196
2019,33,11/17/19 16:00,Bahia,Palmeiras,1,1,2,24,31,21,18,237,304,6.040540474
2019,33,11/17/19 18:00,Chapecoense,Ceara,1,0,1,14,19,28,21,257,285,2.18832637
2019,33,11/17/19 18:00,Corinthians,Internacional,0,0,0,23,22,21,22,232,270,0.179346467
2019,33,11/17/19 19:00,Fortaleza,CSA,3,0,3,26,18,26,27,218,216,1.94279313
2019,33,11/17/19 16:00,Gremio,Flamengo,0,1,1,42,50,19,15,286,306,3.517805137
2019,33,11/18/19 20:00,Cruzeiro,Avai,0,0,0,17,11,18,35,NA,NA,5.346071961
2019,33,11/18/19 19:30,Vasco,Goias,1,1,2,23,21,23,30,NA,NA,1.987157316
2019,34,11/23/19 21:00,Santos,Cruzeiro,4,1,5,26,17,20,16,NA,NA,3.946145413
2019,34,11/24/19 16:00,Atletico-MG,Athletico-PR,0,1,1,19,25,30,17,337,321,2.397577495
2019,34,11/24/19 19:00,Avai,Chapecoense,0,1,1,11,12,33,25,235,260,2.273378706
2019,34,11/24/19 18:00,Botafogo,Corinthians,1,0,1,16,21,29,21,219,237,3.078341577
2019,34,11/24/19 19:00,Ceara,Sao Paulo,1,1,2,17,16,21,18,289,302,2.524215697
2019,34,11/24/19 16:00,Goias,Bahia,4,3,7,22,22,29,22,254,242,0.731572473
2019,34,11/24/19 19:00,Internacional,Fortaleza,2,2,4,21,28,20,24,268,222,1.8897181
2019,34,11/24/19 16:00,Palmeiras,Gremio,1,2,3,31,39,18,17,318,285,2.461638174
2019,34,11/25/19 20:00,CSA,Fluminense,0,1,1,18,15,30,22,NA,NA,1.568126805
2019,35,11/26/19 19:00,Athletico-PR,Gremio,2,0,2,25,40,17,15,NA,NA,1.389057248
2019,35,11/26/19 19:00,Bahia,Atletico-MG,1,1,2,23,17,24,30,NA,NA,0.462482839
2019,35,11/26/19 19:00,Chapecoense,Botafogo,0,1,1,12,15,21,28,NA,NA,0.487562192
2019,35,11/26/19 19:00,Corinthians,Avai,3,0,3,21,9,22,32,NA,NA,5.913724078
2019,35,11/26/19 19:00,Flamengo,Ceara,4,1,5,48,14,14,21,NA,NA,8.984798844
2019,35,11/26/19 19:00,Internacional,Goias,1,2,3,23,26,22,31,NA,NA,1.662238141
2019,35,11/27/19 19:00,Cruzeiro,CSA,0,1,1,16,18,18,29,277,214,2.994959763
2019,35,11/27/19 19:00,Fluminense,Palmeiras,2,1,3,15,30,20,18,305,318,5.584011774
2019,35,11/27/19 19:00,Fortaleza,Santos,2,1,3,28,28,26,18,222,299,3.997420926
2019,35,11/27/19 19:00,Sao Paulo,Vasco,1,0,1,16,23,19,24,288,267,0.557706444
2019,36,11/30/19 19:00,Botafogo,Internacional,0,1,1,16,23,26,24,NA,NA,1.425893179
2019,36,11/30/19 19:00,Ceara,Athletico-PR,1,1,2,15,27,24,16,NA,NA,4.43073959
2019,36,12/01/19 18:00,Atletico-MG,Corinthians,2,1,3,18,22,30,22,326,268,1.331000035
2019,36,12/01/19 16:00,Avai,Fluminense,1,1,2,9,17,34,20,239,285,5.464497952
2019,36,12/01/19 18:00,CSA,Bahia,1,2,3,18,23,29,24,214,247,2.029254659
2019,36,12/01/19 16:00,Goias,Fortaleza,1,2,3,27,30,31,26,250,218,0.094582045
2019,36,12/01/19 19:00,Gremio,Sao Paulo,3,0,3,39,16,16,19,276,291,1.971128521
2019,36,12/01/19 16:00,Palmeiras,Flamengo,1,3,4,30,48,19,14,313,305,3.485244439
2019,36,12/01/19 19:00,Santos,Chapecoense,2,0,2,29,11,18,22,309,274,6.000870519
2019,36,12/02/19 20:00,Vasco,Cruzeiro,1,0,1,22,14,21,19,NA,NA,1.625336679
2019,37,12/04/19 19:00,Athletico-PR,Santos,1,0,1,27,28,15,15,310,303,0.487094958
2019,37,12/04/19 19:30,Atletico-MG,Botafogo,2,0,2,20,16,30,27,319,208,1.217505815
2019,37,12/04/19 19:30,Ceara,Corinthians,0,1,1,16,22,22,23,294,273,1.548446001
2019,37,12/04/19 21:00,Chapecoense,CSA,3,0,3,11,18,24,30,263,209,0.386430755
2019,37,12/04/19 21:30,Fluminense,Fortaleza,0,0,0,18,29,20,24,280,220,1.294039321
2019,37,12/04/19 21:30,Sao Paulo,Internacional,2,1,3,16,23,20,22,298,307,0.187855032
2019,37,12/05/19 19:15,Bahia,Vasco,1,1,2,24,21,25,21,NA,NA,0.693635974
2019,37,12/05/19 20:00,Flamengo,Avai,6,1,7,48,9,15,34,NA,NA,13.62586148
2019,37,12/05/19 19:15,Gremio,Cruzeiro,2,0,2,40,13,15,19,NA,NA,5.288008153
2019,37,12/05/19 19:15,Palmeiras,Goias,5,1,6,31,26,19,32,NA,NA,4.036966657
2019,38,12/08/19 19:00,Avai,Athletico-PR,0,0,0,9,27,40,15,233,308,8.722534776
2019,38,12/08/19 19:00,Botafogo,Ceara,1,1,2,14,16,26,22,204,294,0.090784969
2019,38,12/08/19 19:00,Corinthians,Fluminense,1,2,3,22,17,23,20,278,267,1.112432879
2019,38,12/08/19 19:00,Cruzeiro,Palmeiras,0,2,2,12,34,21,19,280,320,5.535896632
2019,38,12/08/19 19:00,CSA,Sao Paulo,1,2,3,18,18,32,21,211,298,5.151920317
2019,38,12/08/19 19:00,Fortaleza,Bahia,2,1,3,27,24,24,26,222,258,1.374601503
2019,38,12/08/19 19:00,Goias,Gremio,3,2,5,27,42,35,15,265,284,4.436588795
2019,38,12/08/19 19:00,Internacional,Atletico-MG,2,1,3,21,22,22,29,302,335,0.761220219
2019,38,12/08/19 19:00,Santos,Flamengo,4,0,4,27,51,16,16,300,313,5.181559781
2019,38,12/08/19 19:00,Vasco,Chapecoense,1,1,2,22,14,21,23,252,274,3.231678272
2020,1,08/08/20 19:30,Coritiba,Internacional,0,1,1,23,22,26,23,221,309,1.179729185
2020,1,08/08/20 19:00,Fortaleza,Athletico-PR,0,2,2,29,26,24,14,212,315,1.56368067
2020,1,08/08/20 21:00,Sport Recife,Ceara,3,2,5,16,15,30,21,211,296,1.833624139
2020,1,08/09/20 16:00,Flamengo,Atletico-MG,0,1,1,48,22,20,29,309,327,7.857918667
2020,1,08/09/20 19:00,Gremio,Fluminense,1,0,1,40,19,17,18,287,268,2.926325067
2020,2,08/12/20 19:15,Athletico-PR,Goias,2,1,3,28,29,13,35,312,274,3.777183861
2020,2,08/12/20 20:30,Atletico-GO,Flamengo,3,0,3,23,47,25,21,229,314,7.457375304
2020,2,08/12/20 19:15,Atletico-MG,Corinthians,3,2,5,22,21,26,23,312,281,0.824330256
2020,2,08/12/20 20:30,Bahia,Coritiba,1,0,1,23,21,28,27,260,213,0.441589686
2020,2,08/12/20 21:30,Ceara,Gremio,1,1,2,17,38,24,17,284,280,5.663693992
2020,2,08/12/20 21:30,Fluminense,Palmeiras,1,1,2,18,33,19,19,266,310,4.130387812
2020,2,08/13/20 19:30,Internacional,Santos,2,0,2,20,31,22,15,305,303,1.370801068
2020,2,08/13/20 19:15,Sao Paulo,Fortaleza,1,0,1,20,28,21,25,302,213,1.363942807
2020,2,08/13/20 20:00,Vasco,Sport Recife,2,0,2,23,19,20,29,255,208,0.034474961
2020,3,08/15/20 19:30,Coritiba,Flamengo,0,1,1,21,45,27,23,216,310,6.619495177
2020,3,08/15/20 19:00,Gremio,Corinthians,0,0,0,36,23,18,25,282,276,3.707089702
2020,3,08/15/20 21:30,Palmeiras,Goias,1,1,2,33,30,20,34,306,275,4.353734821
2020,3,08/16/20 19:00,Atletico-GO,Sport Recife,1,1,2,25,19,22,29,229,206,0.01737936
2020,3,08/16/20 11:00,Atletico-MG,Ceara,2,0,2,25,18,27,24,323,272,3.156256864
2020,3,08/16/20 18:00,Fluminense,Internacional,2,1,3,19,21,17,22,268,316,2.194873502
2020,3,08/16/20 19:30,Fortaleza,Botafogo,0,0,0,28,14,25,27,213,214,2.109190932
2020,3,08/16/20 19:45,Santos,Athletico-PR,3,1,4,31,29,14,13,291,321,1.436100241
2020,3,08/16/20 16:00,Vasco,Sao Paulo,2,1,3,23,20,19,20,249,282,1.40194358
2020,4,08/19/20 19:30,Athletico-PR,Palmeiras,0,1,1,26,33,15,21,313,304,0.26484679
2020,4,08/19/20 21:30,Botafogo,Atletico-MG,2,1,3,13,25,25,26,215,320,3.066842542
2020,4,08/19/20 21:30,Corinthians,Coritiba,3,1,4,21,21,24,28,266,215,1.826968297
2020,4,08/19/20 19:15,Flamengo,Gremio,1,1,2,43,30,22,17,307,295,2.715691268
2020,4,08/19/20 20:30,Goias,Fortaleza,1,3,4,28,27,35,21,274,214,0.36522189
2020,4,08/19/20 20:30,Internacional,Atletico-GO,3,0,3,21,25,21,23,322,230,2.095363146
2020,4,08/19/20 19:15,RB Bragantino,Fluminense,2,1,3,NA,NA,NA,NA,NA,NA,4.213078903
2020,4,08/20/20 20:00,Ceara,Vasco,0,3,3,18,24,26,19,266,237,3.603367881
2020,4,08/20/20 20:00,Sao Paulo,Bahia,1,1,2,19,24,21,26,276,262,1.595589219
2020,4,08/20/20 19:15,Sport Recife,Santos,0,1,1,20,33,28,14,213,283,3.061947933
2020,5,08/22/20 16:00,Athletico-PR,Fluminense,0,1,1,25,19,15,18,291,262,2.551356396
2020,5,08/22/20 21:00,Goias,Atletico-GO,2,0,2,28,25,38,24,284,224,0.094199542
2020,5,08/22/20 19:00,Internacional,Atletico-MG,1,0,1,23,25,20,26,315,326,1.261724884
2020,5,08/23/20 20:00,Ceara,Bahia,2,0,2,17,23,27,27,280,251,3.326693343
2020,5,08/23/20 11:00,Flamengo,Botafogo,1,1,2,41,15,22,24,298,222,6.173007253
2020,5,08/23/20 16:00,Palmeiras,Santos,2,1,3,28,32,19,14,297,287,0.728483563
2020,5,08/23/20 16:00,RB Bragantino,Coritiba,1,2,3,NA,NA,NA,NA,NA,NA,0.594149508
2020,5,08/23/20 19:00,Sport Recife,Sao Paulo,0,1,1,19,20,29,21,208,288,1.96765805
2020,5,08/23/20 16:00,Vasco,Gremio,0,0,0,27,30,18,16,226,290,1.240970216
2020,5,08/26/20 21:30,Corinthians,Fortaleza,1,1,2,23,29,25,22,277,211,0.423893765
2020,11,08/26/20 19:00,Sao Paulo,Athletico-PR,1,0,1,20,23,18,15,291,292,0.188994333
2020,6,08/29/20 19:00,Bahia,Palmeiras,1,1,2,21,29,29,19,261,302,4.947330205
2020,6,08/29/20 17:00,Botafogo,Internacional,0,2,2,16,23,24,19,223,309,2.89911791
2020,6,08/29/20 19:00,Fluminense,Vasco,2,1,3,19,25,18,17,259,221,1.159001098
2020,6,08/29/20 21:00,Fortaleza,RB Bragantino,3,0,3,NA,NA,NA,NA,NA,NA,4.332297034
2020,6,08/30/20 18:00,Atletico-GO,Ceara,0,2,2,24,19,26,26,232,268,1.271893931
2020,6,08/30/20 16:00,Coritiba,Sport Recife,1,0,1,23,19,30,28,222,208,0.375731147
2020,6,08/30/20 16:00,Santos,Flamengo,0,1,1,32,41,16,23,288,289,1.369032258
2020,6,08/30/20 11:00,Sao Paulo,Corinthians,2,1,3,19,23,17,26,288,288,2.029980748
2020,7,09/02/20 20:30,Athletico-PR,RB Bragantino,1,1,2,NA,NA,NA,NA,NA,NA,4.98429454
2020,7,09/02/20 20:30,Bahia,Flamengo,3,5,8,21,39,28,22,256,280,5.475121283
2020,7,09/02/20 20:30,Botafogo,Coritiba,0,0,0,16,24,25,29,219,219,0.060333258
2020,7,09/02/20 19:00,Ceara,Fortaleza,1,0,1,20,30,24,21,271,217,2.65800042
2020,7,09/02/20 19:15,Fluminense,Atletico-GO,1,1,2,21,23,19,27,262,236,3.028919559
2020,7,09/02/20 19:15,Goias,Corinthians,1,2,3,29,24,38,28,282,282,0.413105589
2020,7,09/02/20 21:30,Palmeiras,Internacional,1,1,2,29,25,19,18,294,302,1.777836626
2020,7,09/02/20 21:30,Santos,Vasco,2,2,4,30,26,17,18,295,214,1.348052322
2020,7,09/03/20 20:00,Atletico-MG,Sao Paulo,3,0,3,24,21,26,18,326,294,1.962718935
2020,7,09/03/20 19:00,Gremio,Sport Recife,1,2,3,30,19,16,29,286,204,4.863038897
2020,8,09/05/20 21:00,Ceara,Santos,0,1,1,20,32,24,19,255,295,3.703863311
2020,8,09/05/20 19:00,Corinthians,Botafogo,2,2,4,24,13,27,24,282,224,1.917143269
2020,8,09/05/20 17:00,Flamengo,Fortaleza,2,1,3,42,30,25,21,291,215,5.189808397
2020,8,09/06/20 19:00,Atletico-GO,Gremio,1,1,2,21,29,27,17,234,303,4.073367787
2020,8,09/06/20 20:30,Coritiba,Atletico-MG,0,1,1,22,26,26,23,214,335,2.024252348
2020,8,09/06/20 16:00,Internacional,Bahia,2,2,4,26,24,19,33,297,256,3.596648403
2020,8,09/06/20 11:00,RB Bragantino,Palmeiras,1,2,3,NA,NA,NA,NA,NA,NA,7.626238159
2020,8,09/06/20 16:00,Sao Paulo,Fluminense,3,1,4,20,20,21,20,290,260,1.159391954
2020,8,09/06/20 20:30,Sport Recife,Goias,2,1,3,20,29,28,40,196,284,0.422591904
2020,8,09/06/20 18:00,Vasco,Athletico-PR,1,0,1,28,22,20,13,211,282,0.694673224
2020,9,09/09/20 17:30,Athletico-PR,Botafogo,1,1,2,20,15,13,25,282,231,1.785664241
2020,9,09/09/20 21:30,Fluminense,Flamengo,1,2,3,20,42,21,25,256,298,5.404996454
2020,9,09/09/20 18:00,Fortaleza,Sport Recife,1,0,1,30,22,21,28,213,202,0.83321359
2020,9,09/09/20 18:00,Goias,Coritiba,3,3,6,29,21,39,26,276,216,0.179956818
2020,9,09/09/20 21:30,Santos,Atletico-MG,3,1,4,31,26,18,19,288,332,1.522611879
2020,9,09/09/20 19:15,Sao Paulo,RB Bragantino,1,1,2,NA,NA,NA,NA,NA,NA,5.774772781
2020,9,09/10/20 19:15,Bahia,Gremio,0,2,2,26,26,33,17,248,295,2.564883767
2020,9,09/10/20 19:15,Corinthians,Palmeiras,0,2,2,26,31,28,19,293,288,4.304081008
2020,9,09/10/20 19:15,Internacional,Ceara,2,0,2,26,19,21,23,280,257,4.353116295
2020,9,09/10/20 21:00,Vasco,Atletico-GO,1,2,3,28,21,20,26,203,222,3.565543343
2020,10,09/12/20 16:30,Athletico-PR,Coritiba,1,0,1,20,23,13,26,285,216,1.893820572
2020,10,09/12/20 19:00,Santos,Sao Paulo,2,2,4,34,23,17,22,285,288,1.449922323
2020,10,09/13/20 16:00,Atletico-MG,RB Bragantino,2,1,3,NA,NA,NA,NA,NA,NA,4.362276154
2020,10,09/13/20 18:00,Bahia,Atletico-GO,0,1,1,25,21,35,27,252,225,0.011319499
2020,10,09/13/20 20:30,Botafogo,Vasco,2,3,5,15,27,24,21,233,196,2.008949866
2020,10,09/13/20 18:00,Ceara,Flamengo,2,0,2,17,42,24,26,250,295,8.014353528
2020,10,09/13/20 16:00,Fluminense,Corinthians,2,1,3,21,24,21,28,264,286,0.273520484
2020,10,09/13/20 18:00,Goias,Internacional,1,0,1,31,28,42,20,281,278,4.555079093
2020,10,09/13/20 16:00,Gremio,Fortaleza,1,1,2,28,29,16,20,295,215,2.22181274
2020,10,09/13/20 19:45,Palmeiras,Sport Recife,2,2,4,32,20,19,24,279,200,5.775761658
2020,11,09/16/20 21:30,Corinthians,Bahia,3,2,5,24,24,28,34,282,249,0.960807876
2020,11,09/19/20 21:00,Atletico-GO,Atletico-MG,3,4,7,20,25,25,21,228,332,1.471927531
2020,11,09/19/20 19:00,Fortaleza,Internacional,2,0,2,29,25,20,19,211,276,1.348669486
2020,11,09/19/20 19:00,RB Bragantino,Ceara,4,2,6,NA,NA,NA,NA,NA,NA,2.369428849
2020,11,09/20/20 18:15,Botafogo,Santos,0,0,0,15,36,26,19,241,276,4.481940998
2020,11,09/20/20 16:00,Coritiba,Vasco,1,0,1,23,29,26,23,205,201,3.419900195
2020,11,09/20/20 16:00,Gremio,Palmeiras,1,1,2,28,33,15,20,296,291,2.021462028
2020,11,09/20/20 20:30,Sport Recife,Fluminense,1,0,1,20,22,25,21,197,253,0.746173688
2020,12,09/23/20 21:30,Sport Recife,Corinthians,1,0,1,21,27,21,30,198,279,0.253859757
2020,12,09/26/20 19:00,Athletico-PR,Bahia,1,0,1,17,24,12,34,271,261,2.410575301
2020,12,09/26/20 21:00,Atletico-MG,Gremio,3,1,4,29,26,22,16,337,282,0.659031078
2020,12,09/26/20 19:00,Internacional,Sao Paulo,1,1,2,24,23,20,24,273,284,0.207162741
2020,12,09/27/20 18:15,Atletico-GO,Botafogo,1,1,2,22,15,26,23,229,239,0.632860892
2020,12,09/27/20 18:15,Ceara,Goias,2,2,4,18,30,27,40,244,267,0.402173131
2020,12,09/27/20 16:00,Palmeiras,Flamengo,1,1,2,32,41,20,28,296,288,0.658813728
2020,12,09/27/20 20:30,Santos,Fortaleza,1,1,2,35,28,19,19,278,212,1.556161861
2020,12,09/27/20 11:00,Vasco,RB Bragantino,1,1,2,NA,NA,NA,NA,NA,NA,3.984373484
2020,12,09/28/20 20:00,Fluminense,Coritiba,4,0,4,22,23,20,26,251,209,1.236409945
2020,1,09/30/20 21:30,Botafogo,Bahia,1,2,3,16,24,22,34,235,272,0.830249467
2020,1,09/30/20 21:30,Corinthians,Atletico-GO,0,0,0,26,23,29,26,283,229,0.368762264
2020,13,10/03/20 17:00,Gremio,Internacional,1,1,2,24,25,18,19,282,272,0.476030905
2020,13,10/03/20 19:00,Palmeiras,Ceara,2,1,3,30,20,21,28,294,250,6.206552044
2020,13,10/03/20 21:00,RB Bragantino,Corinthians,0,0,0,NA,NA,NA,NA,NA,NA,1.701017813
2020,13,10/04/20 20:30,Atletico-MG,Vasco,4,1,5,32,28,21,21,337,199,1.503425091
2020,13,10/04/20 18:15,Bahia,Sport Recife,1,2,3,25,20,34,20,271,192,1.412863823
2020,13,10/04/20 11:00,Botafogo,Fluminense,1,1,2,16,26,20,20,237,246,2.401566541
2020,13,10/04/20 16:00,Coritiba,Sao Paulo,1,1,2,22,24,29,22,203,288,3.733577032
2020,13,10/04/20 16:00,Flamengo,Athletico-PR,3,1,4,40,17,27,11,286,274,4.637112307
2020,13,10/04/20 18:15,Fortaleza,Atletico-GO,0,0,0,27,23,18,25,206,232,2.322093436
2020,13,10/04/20 18:15,Goias,Santos,2,3,5,30,32,40,19,256,270,3.646263859
2020,14,10/07/20 19:15,Bahia,Vasco,3,0,3,25,29,35,25,271,192,2.19632775
2020,14,10/07/20 21:30,Botafogo,Palmeiras,2,1,3,17,31,20,22,248,313,6.803240265
2020,14,10/07/20 19:00,Corinthians,Santos,1,1,2,22,33,23,20,285,271,3.897283589
2020,14,10/07/20 19:15,Flamengo,Sport Recife,3,0,3,39,18,27,18,283,189,4.733591023
2020,14,10/07/20 21:30,Fortaleza,Atletico-MG,2,1,3,25,34,15,20,206,341,1.247709591
2020,14,10/07/20 20:30,Goias,Fluminense,2,4,6,31,25,39,21,263,249,1.751063191
2020,14,10/07/20 19:15,Gremio,Coritiba,2,1,3,23,19,19,27,275,191,3.459363977
2020,14,10/07/20 20:30,Sao Paulo,Atletico-GO,3,0,3,22,22,23,24,295,233,2.58426664
2020,14,10/08/20 19:00,Athletico-PR,Ceara,0,0,0,17,19,14,30,257,251,2.436953462
2020,14,10/08/20 21:00,RB Bragantino,Internacional,0,2,2,NA,NA,NA,NA,NA,NA,4.458242612
2020,15,10/10/20 21:00,Atletico-MG,Goias,3,0,3,33,31,22,41,330,257,4.236924716
2020,15,10/10/20 19:00,Coritiba,Fortaleza,0,0,0,16,26,29,16,187,204,3.425903237
2020,15,10/10/20 19:00,Palmeiras,Sao Paulo,0,2,2,30,25,23,21,313,299,1.570429464
2020,15,10/10/20 17:00,Vasco,Flamengo,1,2,3,28,41,26,27,194,281,5.788736342
2020,15,10/11/20 18:15,Atletico-GO,RB Bragantino,2,1,3,NA,NA,NA,NA,NA,NA,2.380154027
2020,15,10/11/20 20:30,Ceara,Corinthians,2,1,3,19,22,29,23,249,291,0.785514108
2020,15,10/11/20 16:00,Fluminense,Bahia,1,0,1,28,27,21,32,245,275,2.14707118
2020,15,10/11/20 20:30,Internacional,Athletico-PR,2,1,3,26,17,17,14,258,248,1.919649983
2020,15,10/11/20 16:00,Santos,Gremio,2,1,3,31,23,21,19,261,267,0.956795021
2020,15,10/11/20 18:15,Sport Recife,Botafogo,1,2,3,17,17,21,21,194,242,2.181583429
2020,11,10/13/20 18:00,Flamengo,Goias,2,1,3,40,29,27,44,268,238,8.367198146
